,index,full_upc_code,product_module_descr,container_descr,class 
1053,107513,071715001224,CHEESE - RICOTTA,CUP,heavy_plastic
1054,107519,071715002139,CHEESE - RICOTTA,CUP,heavy_plastic
1055,107890,071779052323,CHEESE - RICOTTA,CUP,heavy_plastic
1056,107962,071840008341,GLAZES - FRUIT,,heavy_plastic
1057,108121,071859475110,BIRD FOOD,,heavy_plastic
1058,108133,071859550275,BIRD FOOD,,heavy_plastic
1059,108217,071859998558,BIRD FOOD,,heavy_plastic
1060,108396,071924248120,MOTOR OIL FLUID AND LUBE,,heavy_plastic
1061,108748,072050110107,PUDDING-REFRIGERATED,,heavy_plastic
1062,109337,072179007593,HOUSEHOLD APPLIANCE ACCESSORIES,,heavy_plastic
1063,109342,072179224938,HOUSEHOLD APPLIANCE ACCESSORIES,,heavy_plastic
1064,109513,072239002803,,,heavy_plastic
1065,110170,072368106816,OLIVES - GREEN,,heavy_plastic
1066,110172,072368106830,OLIVES - GREEN,,heavy_plastic
1067,110262,072368393834,OLIVES - GREEN,,heavy_plastic
1068,110272,072368394107,CANNED ARTICHOKES,PLASTIC,heavy_plastic
1069,110803,072477980109,INSECTICIDE - MISCELLANEOUS FLY PRODUCTS,,heavy_plastic
1070,110804,072477980154,INSECTICIDE - ANT -TRAPS,,heavy_plastic
1071,110815,072477980703,INSECTICIDE - ANT -TRAPS,,heavy_plastic
1072,110834,072477984718,INSECTICIDE - MISCELLANEOUS FLY PRODUCTS,,heavy_plastic
1073,110837,072477986002,INSECTICIDE - MISCELLANEOUS FLY PRODUCTS,,heavy_plastic
1074,110838,072477986019,INSECTICIDE - MISCELLANEOUS FLY PRODUCTS,,heavy_plastic
1075,110839,072477986026,INSECTICIDE - MISCELLANEOUS FLY PRODUCTS,,heavy_plastic
1076,110840,072477986033,INSECTICIDE - MISCELLANEOUS FLY PRODUCTS,,heavy_plastic
1077,110842,072477986378,INSECTICIDE - MISCELLANEOUS FLY PRODUCTS,,heavy_plastic
1078,110846,072477988501,INSECTICIDE,,heavy_plastic
1079,111484,072655000834,FROZEN/REFRIGERATED BREAKFASTS,,heavy_plastic
1080,111632,072700000260,MATZO MEAL/MIXES,,heavy_plastic
1081,112357,072790004209,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1082,112358,072790004223,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1083,112359,072790102707,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1084,112360,072790102806,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1085,112361,072790109706,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1086,112917,072940112075,CATSUP,PLASTIC,heavy_plastic
1087,113073,072982449399,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1088,113336,073080114219,CHEESE - RICOTTA,CUP,heavy_plastic
1089,113555,073102012547,MOTOR OIL FLUID AND LUBE,,heavy_plastic
1090,113557,073102063549,MOTOR OIL FLUID AND LUBE,,heavy_plastic
1091,113559,073102362543,MOTOR OIL FLUID AND LUBE,,heavy_plastic
1092,113560,073102363540,MOTOR OIL FLUID AND LUBE,,heavy_plastic
1093,113561,073102596962,MOTOR OIL FLUID AND LUBE,,heavy_plastic
1094,113566,073103100106,SYRUP,,heavy_plastic
1095,113568,073103121507,SYRUP,,heavy_plastic
1096,113569,073103200509,SYRUP,,heavy_plastic
1097,113623,073135008166,MOTOR OIL FLUID AND LUBE,,heavy_plastic
1098,113661,073149062192,DISHWASHING ACCESSORY,,heavy_plastic
1099,113662,073149062789,DISHWASHING ACCESSORY,,heavy_plastic
1100,113664,073149064189,DISHWASHING ACCESSORY,,heavy_plastic
1101,113665,073149064196,DISHWASHING ACCESSORY,,heavy_plastic
1102,113667,073149064882,DISHWASHING ACCESSORY,,heavy_plastic
1103,113668,073149065780,DISHWASHING ACCESSORY,,heavy_plastic
1104,113669,073149065889,DISHWASHING ACCESSORY,,heavy_plastic
1105,113770,073149113689,STORAGE AND SPACE MANAGEMENT,,heavy_plastic
1106,113801,073149149787,STORAGE AND SPACE MANAGEMENT,,heavy_plastic
1107,113813,073149164285,STORAGE AND SPACE MANAGEMENT,,heavy_plastic
1108,113815,073149164483,STORAGE AND SPACE MANAGEMENT,,heavy_plastic
1109,113819,073149165589,STORAGE AND SPACE MANAGEMENT,,heavy_plastic
1110,113821,073149165985,STORAGE AND SPACE MANAGEMENT,,heavy_plastic
1111,113825,073149169297,STORAGE AND SPACE MANAGEMENT,,heavy_plastic
1112,113847,073149191489,STORAGE AND SPACE MANAGEMENT,,heavy_plastic
1113,113851,073149198587,STORAGE AND SPACE MANAGEMENT,,heavy_plastic
1114,113854,073149207388,STORAGE AND SPACE MANAGEMENT,,heavy_plastic
1115,113861,073149217790,STORAGE AND SPACE MANAGEMENT,,heavy_plastic
1116,113924,073149621580,DISHWASHING ACCESSORY,,heavy_plastic
1117,113935,073149657589,DISHWASHING ACCESSORY,,heavy_plastic
1118,113936,073149657893,DISHWASHING ACCESSORY,,heavy_plastic
1119,113947,073149724861,STORAGE AND SPACE MANAGEMENT,,heavy_plastic
1120,114295,073253000165,CHEESE - RICOTTA,CUP,heavy_plastic
1121,114343,073287410350,DISHWASHING ACCESSORY,,heavy_plastic
1122,114414,073287610736,HOUSEHOLD APPLIANCE ACCESSORIES,,heavy_plastic
1123,114892,073390013455,BREATH MINTS,,heavy_plastic
1124,114893,073390013462,BREATH MINTS,,heavy_plastic
1125,114935,073390026684,BREATH MINTS,,heavy_plastic
1126,114936,073390026691,BREATH MINTS,,heavy_plastic
1127,115171,073429000104,CHEESE - RICOTTA,CUP,heavy_plastic
1128,115173,073429000128,CHEESE - RICOTTA,CUP,heavy_plastic
1129,115400,073490128073,FRUIT DRINKS & JUICES-CRANBERRY,GLASS,heavy_plastic
1130,115536,073491201003,PUDDING-REFRIGERATED,,heavy_plastic
1131,115537,073491202000,PUDDING-REFRIGERATED,,heavy_plastic
1132,115541,073491510006,PUDDING-REFRIGERATED,,heavy_plastic
1133,115543,073491520005,PUDDING-REFRIGERATED,,heavy_plastic
1134,115768,073527036883,STORAGE AND SPACE MANAGEMENT,,heavy_plastic
1135,116452,073841567087,SALT-THAWING,,heavy_plastic
1136,116454,073841568114,SALT-THAWING,,heavy_plastic
1137,116631,073926350009,SALT-THAWING,,heavy_plastic
1138,116632,073926350047,SALT-THAWING,,heavy_plastic
1139,116638,073930568124,FALSE EYELASHES,,heavy_plastic
1140,116641,073930675822,FALSE EYELASHES,,heavy_plastic
1141,116644,073930680109,FALSE EYELASHES,,heavy_plastic
1142,116645,073930681106,FALSE EYELASHES,,heavy_plastic
1143,116738,073970001049,CARBONATED SOFT DRINKS,NON REFILLABLE BOTTLES PLS,heavy_plastic
1144,116891,074030045508,CHEESE - RICOTTA,CUP,heavy_plastic
1145,116892,074030045652,CHEESE - RICOTTA,CUP,heavy_plastic
1146,116902,074030101952,CHEESE - RICOTTA,CUP,heavy_plastic
1147,116904,074030102157,CHEESE - RICOTTA,CUP,heavy_plastic
1148,116905,074030102850,CHEESE - RICOTTA,CUP,heavy_plastic
1149,116906,074030103000,CHEESE - RICOTTA,CUP,heavy_plastic
1150,116908,074030203007,CHEESE - RICOTTA,TUB,heavy_plastic
1151,116911,074030303004,CHEESE - RICOTTA,CUP,heavy_plastic
1152,117772,074130001299,MOTOR OIL FLUID AND LUBE,,heavy_plastic
1153,117774,074130001497,MOTOR OIL FLUID AND LUBE,,heavy_plastic
1154,117778,074130001770,MOTOR OIL FLUID AND LUBE,,heavy_plastic
1155,117782,074130003538,MOTOR OIL FLUID AND LUBE,,heavy_plastic
1156,118748,074182268008,LIQUID SOAP,REGULAR,heavy_plastic
1157,118781,074182292805,LIQUID SOAP,REGULAR,heavy_plastic
1158,119896,074562014355,DIP - CANNED,,heavy_plastic
1159,119898,074562014386,DIP - CANNED,,heavy_plastic
1160,120498,074683005539,SYRUP,,heavy_plastic
1161,120500,074683005591,SYRUP,,heavy_plastic
1162,120574,074704260008,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1163,120575,074704265003,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1164,120723,074764617705,FALSE EYELASHES,,heavy_plastic
1165,120835,074780004022,CARBONATED SOFT DRINKS,NON REFILLABLE BOTTLES PLS,heavy_plastic
1166,120875,074780639910,CARBONATED SOFT DRINKS,NON REFILLABLE BOTTLES PLS,heavy_plastic
1167,120897,074804002256,MOTOR OIL FLUID AND LUBE,,heavy_plastic
1168,120898,074804002430,MOTOR OIL FLUID AND LUBE,,heavy_plastic
1169,120902,074804004007,MOTOR OIL FLUID AND LUBE,,heavy_plastic
1170,120905,074804009446,MOTOR OIL FLUID AND LUBE,,heavy_plastic
1171,120908,074804013092,MOTOR OIL FLUID AND LUBE,,heavy_plastic
1172,120909,074804013108,MOTOR OIL FLUID AND LUBE,,heavy_plastic
1173,120910,074804013115,MOTOR OIL FLUID AND LUBE,,heavy_plastic
1174,120920,074804047943,MOTOR OIL FLUID AND LUBE,,heavy_plastic
1175,120921,074804054873,MOTOR OIL FLUID AND LUBE,,heavy_plastic
1176,120928,074806000502,SYRUP,,heavy_plastic
1177,121263,075016000108,SYRUP,,heavy_plastic
1178,121642,075131027622,COOKIES,,heavy_plastic
1179,121835,075285000083,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1180,121836,075285000090,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1181,121841,075285002827,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1182,121845,075285007594,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1183,121880,075285203033,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1184,121882,075285204825,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1185,121964,075355112418,FRUIT JUICE - APPLE - FROZEN,,heavy_plastic
1186,121965,075355112494,FRUIT JUICE - ORANGE - FROZEN,,heavy_plastic
1187,121966,075355112531,FRUIT JUICE - GRAPE - FROZEN,,heavy_plastic
1188,122559,075610004106,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1189,122560,075610153101,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1190,122561,075610157109,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1191,122562,075610159103,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1192,122563,075610161106,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1193,122564,075610166101,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1194,122565,075610167108,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1195,122586,075655006806,MATZO,,heavy_plastic
1196,122605,075656035294,HOBBY SUPPLIES,,heavy_plastic
1197,123079,075724251632,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1198,123101,075724468245,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1199,123105,075729000075,EGGS,,heavy_plastic
1200,123679,075914006363,FOOTWEAR CARE PRODUCT,,heavy_plastic
1201,123681,075914006554,FOOTWEAR CARE PRODUCT,,heavy_plastic
1202,123683,075914007735,FOOTWEAR CARE PRODUCT,,heavy_plastic
1203,123684,075914007759,FOOTWEAR CARE PRODUCT,,heavy_plastic
1204,123685,075914008459,FOOTWEAR CARE PRODUCT,,heavy_plastic
1205,123688,075914202611,FOOTWEAR CARE PRODUCT,,heavy_plastic
1206,123689,075914202628,FOOTWEAR CARE PRODUCT,,heavy_plastic
1207,123713,075914976017,FOOTWEAR CARE PRODUCT,,heavy_plastic
1208,123757,075925301280,CHEESE - RICOTTA,CUP,heavy_plastic
1209,124130,076114380116,VEGETABLES - ONIONS - INSTANT,,heavy_plastic
1210,124183,076114620724,SALT - TABLE,BOTTLE,heavy_plastic
1211,124356,076168001173,LAUNDRY TREATMENT AIDS,,heavy_plastic
1212,124778,076301722149,FRUIT DRINKS & JUICES-CRANBERRY,PLASTIC,heavy_plastic
1213,124780,076301722163,FRUIT DRINKS & JUICES-CRANBERRY,PLASTIC,heavy_plastic
1214,125447,076403000169,SYRUP,,heavy_plastic
1215,125674,076479448124,OLIVES - GREEN,,heavy_plastic
1216,125794,076568798093,MOTOR OIL FLUID AND LUBE,,heavy_plastic
1217,125795,076568798154,MOTOR OIL FLUID AND LUBE,,heavy_plastic
1218,125875,076622056008,SMOKING ACCESSORY,,heavy_plastic
1219,125877,076622057036,SMOKING ACCESSORY,,heavy_plastic
1220,128051,076828046728,PRE-MOISTENED TOWELETTES,CANISTER,heavy_plastic
1221,128052,076828047039,PRE-MOISTENED TOWELETTES,CANISTER,heavy_plastic
1222,128288,076937000161,MATZO,,heavy_plastic
1223,128499,077028264103,VEGETABLES - ONIONS - INSTANT,,heavy_plastic
1224,128718,077170260398,SMOKING ACCESSORY,,heavy_plastic
1225,128722,077170260688,SMOKING ACCESSORY,,heavy_plastic
1226,129473,077326611258,PERSONAL DEODORANT,,heavy_plastic
1227,129474,077326612255,PERSONAL DEODORANT,,heavy_plastic
1228,129476,077326614259,PERSONAL DEODORANT,,heavy_plastic
1229,129495,077326831953,PERSONAL DEODORANT,,heavy_plastic
1230,129507,077326834152,PERSONAL DEODORANT,,heavy_plastic
1231,129509,077326834398,PERSONAL DEODORANT,,heavy_plastic
1232,129511,077326835289,PERSONAL DEODORANT,,heavy_plastic
1233,129512,077326835593,PERSONAL DEODORANT,,heavy_plastic
1234,129537,077341102687,TELEPHONE AND ACCESSORY,,heavy_plastic
1235,129541,077341230380,SMOKING ACCESSORY,,heavy_plastic
1236,129544,077341933656,SMOKING ACCESSORY,,heavy_plastic
1237,130294,077661335987,VEGETABLES - ONIONS - INSTANT,,heavy_plastic
1238,132490,078000000344,CARBONATED SOFT DRINKS,NON REFILLABLE BOTTLES PLS,heavy_plastic
1239,132936,078300032632,BABY ACCESSORY,,heavy_plastic
1240,133068,078300800125,BABY ACCESSORY,,heavy_plastic
1241,133069,078300800194,BABY ACCESSORY,,heavy_plastic
1242,133070,078300800415,BABY ACCESSORY,,heavy_plastic
1243,133368,078522001966,PERSONAL DEODORANT,,heavy_plastic
1244,133432,078522090250,PERSONAL DEODORANT,,heavy_plastic
1245,133433,078522090458,PERSONAL DEODORANT,,heavy_plastic
1246,133590,078688000070,ICE,,heavy_plastic
1247,133967,078915041661,HOME CANNING SUPPLY,,heavy_plastic
1248,135241,079400008787,PERSONAL DEODORANT,,heavy_plastic
1249,135242,079400008794,PERSONAL DEODORANT,,heavy_plastic
1250,135244,079400013422,PERSONAL DEODORANT,,heavy_plastic
1251,135245,079400013439,PERSONAL DEODORANT,,heavy_plastic
1252,135246,079400017437,PERSONAL DEODORANT,,heavy_plastic
1253,135498,079400381071,COLOGNE & PERFUME-WOMEN'S,,heavy_plastic
1254,136175,079426212076,DIP - CANNED,,heavy_plastic
1255,136215,079462009722,SALT - TABLE,CANISTER,heavy_plastic
1256,136885,079679000307,SALAD & POTATO TOPPINGS,,heavy_plastic
1257,136904,079679002905,VEGETABLES - ONIONS - INSTANT,,heavy_plastic
1258,136975,079767314743,MUSICAL INSTRUMENTS AND ACCESSORIES,,heavy_plastic
1259,137362,080068302223,TELEPHONE AND ACCESSORY,,heavy_plastic
1260,137366,080068306108,TELEPHONE AND ACCESSORY,,heavy_plastic
1261,137368,080068306122,TELEPHONE AND ACCESSORY,,heavy_plastic
1262,137371,080068306153,TELEPHONE AND ACCESSORY,,heavy_plastic
1263,137379,080068442127,TELEPHONE AND ACCESSORY,,heavy_plastic
1264,137381,080068443254,TELEPHONE AND ACCESSORY,,heavy_plastic
1265,137385,080068446507,TELEPHONE AND ACCESSORY,,heavy_plastic
1266,138459,080602020576,SEAFOOD - ANCHOVIES,,heavy_plastic
1267,139941,081287040118,SMOKING ACCESSORY,,heavy_plastic
1268,140070,081312101784,YOGURT,,heavy_plastic
1269,140336,081492236009,BATHROOM ACCESSORY,,heavy_plastic
1270,140338,081492242000,BATHROOM ACCESSORY,,heavy_plastic
1271,140344,081492266808,BATHROOM ACCESSORY,,heavy_plastic
1272,140347,081492291008,BATHROOM ACCESSORY,,heavy_plastic
1273,140361,081492386001,DISHWASHING ACCESSORY,,heavy_plastic
1274,141049,081555710026,FALSE NAILS,,heavy_plastic
1275,141051,081555710088,FALSE NAILS,,heavy_plastic
1276,141054,081555710187,FALSE NAILS,,heavy_plastic
1277,141079,081555711016,FALSE NAILS,,heavy_plastic
1278,141218,081555739409,FALSE EYELASHES,,heavy_plastic
1279,141220,081555739423,FALSE EYELASHES,,heavy_plastic
1280,141222,081555739492,FALSE EYELASHES,,heavy_plastic
1281,141223,081555739508,FALSE EYELASHES,,heavy_plastic
1282,141225,081555739522,FALSE EYELASHES,,heavy_plastic
1283,141228,081555739744,FALSE EYELASHES,,heavy_plastic
1284,141233,081555739829,FALSE EYELASHES,,heavy_plastic
1285,141238,081555740108,FALSE NAILS,,heavy_plastic
1286,147992,086792372471,MUSICAL INSTRUMENTS AND ACCESSORIES,,heavy_plastic
1287,148726,087052777722,LIQUID SOAP,REGULAR,heavy_plastic
1288,148727,087052777739,LIQUID SOAP,REGULAR,heavy_plastic
1289,149042,087300466262,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1290,149239,087547550212,INK JET AND TONER CARTRIDGE,,heavy_plastic
1291,149241,087547550601,INK JET AND TONER CARTRIDGE,,heavy_plastic
1292,149242,087547550618,INK JET AND TONER CARTRIDGE,,heavy_plastic
1293,149243,087547550625,INK JET AND TONER CARTRIDGE,,heavy_plastic
1294,149245,087547550649,INK JET AND TONER CARTRIDGE,,heavy_plastic
1295,149247,087547550670,INK JET AND TONER CARTRIDGE,,heavy_plastic
1296,149248,087547550694,INK JET AND TONER CARTRIDGE,,heavy_plastic
1297,149251,087547550809,INK JET AND TONER CARTRIDGE,,heavy_plastic
1298,149252,087547550816,INK JET AND TONER CARTRIDGE,,heavy_plastic
1299,149257,087547551653,INK JET AND TONER CARTRIDGE,,heavy_plastic
1300,149258,087547552001,INK JET AND TONER CARTRIDGE,,heavy_plastic
1301,149259,087547552018,INK JET AND TONER CARTRIDGE,,heavy_plastic
1302,149260,087547552452,INK JET AND TONER CARTRIDGE,,heavy_plastic
1303,149261,087547552469,INK JET AND TONER CARTRIDGE,,heavy_plastic
1304,149262,087547552506,INK JET AND TONER CARTRIDGE,,heavy_plastic
1305,149264,087547552551,INK JET AND TONER CARTRIDGE,,heavy_plastic
1306,149265,087547552568,INK JET AND TONER CARTRIDGE,,heavy_plastic
1307,149268,087547555651,INK JET AND TONER CARTRIDGE,,heavy_plastic
1308,149269,087547556122,INK JET AND TONER CARTRIDGE,,heavy_plastic
1309,149271,087547556221,INK JET AND TONER CARTRIDGE,,heavy_plastic
1310,149273,087547556641,INK JET AND TONER CARTRIDGE,,heavy_plastic
1311,149274,087547556658,INK JET AND TONER CARTRIDGE,,heavy_plastic
1312,149275,087547559031,INK JET AND TONER CARTRIDGE,,heavy_plastic
1313,149276,087547559048,INK JET AND TONER CARTRIDGE,,heavy_plastic
1314,150191,088194340607,YOGURT,,heavy_plastic
1315,150192,088194340614,YOGURT,,heavy_plastic
1316,150194,088194703143,YOGURT,,heavy_plastic
1317,150195,088194703174,YOGURT,,heavy_plastic
1318,151942,089786458786,DISHWASHING ACCESSORY,,heavy_plastic
1319,152175,089836021700,SALAD & POTATO TOPPINGS,,heavy_plastic
1320,152284,089836184542,SALAD & POTATO TOPPINGS,,heavy_plastic
1321,153941,092325222250,CATSUP,PLASTIC,heavy_plastic
1322,154699,093966002195,CHEESE - RICOTTA,CUP,heavy_plastic
1323,154792,093966811131,EGGS,,heavy_plastic
1324,154796,093966811506,EGGS,,heavy_plastic
1325,154798,093966811803,EGGS,,heavy_plastic
1326,156558,096002009219,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1327,156811,096162191618,COOKIES,,heavy_plastic
1328,157215,097009210226,EGGS,,heavy_plastic
1329,157281,097298040979,HOUSEHOLD APPLIANCE ACCESSORIES,,heavy_plastic
1330,157643,097712526355,TRADING CARDS,,heavy_plastic
1331,157736,097928094969,PUDDING-REFRIGERATED,,heavy_plastic
1332,158458,099555080506,COFFEE,INDIVIDUAL CUP,heavy_plastic
1333,158459,099555080513,COFFEE,INDIVIDUAL CUP,heavy_plastic
1334,158491,099555088328,COFFEE,INDIVIDUAL CUP,heavy_plastic
1335,158492,099555089226,COFFEE,INDIVIDUAL CUP,heavy_plastic
1336,158837,131600002023,FOOTWEAR CARE PRODUCT,,heavy_plastic
1337,158873,131600184019,FOOTWEAR CARE PRODUCT,,heavy_plastic
1338,158878,131600704156,FOOTWEAR CARE PRODUCT,,heavy_plastic
1339,158958,146500022743,LAUNDRY TREATMENT AIDS,,heavy_plastic
1340,159044,146500729260,LAUNDRY TREATMENT AIDS,,heavy_plastic
1341,159073,146500767460,INSECTICIDE,,heavy_plastic
1342,159074,146500767484,INSECTICIDE,,heavy_plastic
1343,159328,182741000096,SALT - TABLE,CANISTER,heavy_plastic
1344,159329,182741000102,SALT - TABLE,CANISTER,heavy_plastic
1345,160442,191011000605,FROZEN/REFRIGERATED BREAKFASTS,,heavy_plastic
1346,161203,191537055028,HOBBY SUPPLIES,,heavy_plastic
1347,161614,191908045849,DISHWASHING ACCESSORY,,heavy_plastic
1348,162525,192545729550,INK JET AND TONER CARTRIDGE,,heavy_plastic
1349,162526,192545729635,INK JET AND TONER CARTRIDGE,,heavy_plastic
1350,162527,192545729642,INK JET AND TONER CARTRIDGE,,heavy_plastic
1351,162589,192624000341,COLOGNE & PERFUME-WOMEN'S,,heavy_plastic
1352,164004,300870201652,BABY MILK AND MILK FLAVORING,CANISTER,heavy_plastic
1353,164027,300875102428,BABY MILK AND MILK FLAVORING,BOTTLE,heavy_plastic
1354,164041,300875115626,BABY MILK AND MILK FLAVORING,BOTTLE,heavy_plastic
1355,164042,300875115640,BABY MILK AND MILK FLAVORING,BOTTLE,heavy_plastic
1356,164043,300875117484,BABY MILK AND MILK FLAVORING,CANISTER,heavy_plastic
1357,164044,300875117514,BABY MILK AND MILK FLAVORING,BOTTLE,heavy_plastic
1358,164053,300875121030,BABY MILK AND MILK FLAVORING,ENVELOPE,heavy_plastic
1359,164054,300875121078,BABY MILK AND MILK FLAVORING,CANISTER,heavy_plastic
1360,164056,300875121115,BABY MILK AND MILK FLAVORING,BAG,heavy_plastic
1361,164057,300875121191,BABY MILK AND MILK FLAVORING,CANISTER,heavy_plastic
1362,164059,300875121238,BABY MILK AND MILK FLAVORING,BAG,heavy_plastic
1363,164062,300875121290,BABY MILK AND MILK FLAVORING,BOTTLE,heavy_plastic
1364,164064,300875121412,BABY MILK AND MILK FLAVORING,BOTTLE,heavy_plastic
1365,164073,300875124529,BABY MILK AND MILK FLAVORING,CANISTER,heavy_plastic
1366,164074,300875124543,BABY MILK AND MILK FLAVORING,BAG,heavy_plastic
1367,164152,301320001273,FEMININE HYGIENE-DOUCHES,,heavy_plastic
1368,164342,302190204160,GERMICIDAL ANTISEPTICS,,heavy_plastic
1369,164582,303951207925,GERMICIDAL ANTISEPTICS,,heavy_plastic
1370,166076,309971185915,PERSONAL DEODORANT,,heavy_plastic
1371,166217,309973105904,PERSONAL DEODORANT,,heavy_plastic
1372,166231,309973162006,PERSONAL DEODORANT,,heavy_plastic
1373,168252,328785800517,HOUSEHOLD APPLIANCE ACCESSORIES,,heavy_plastic
1374,168415,349580277335,GERMICIDAL ANTISEPTICS,,heavy_plastic
1375,168490,353100469254,WEIGHT LOSS - APPETITE SUPPRESSANT,,heavy_plastic
1376,168803,363736441807,FEMININE HYGIENE,,heavy_plastic
1377,168804,363736442019,FEMININE HYGIENE,,heavy_plastic
1378,169111,367618150085,GERMICIDAL ANTISEPTICS,,heavy_plastic
1379,169112,367618160039,GERMICIDAL ANTISEPTICS,,heavy_plastic
1380,169113,367618180129,GERMICIDAL ANTISEPTICS,,heavy_plastic
1381,169114,367618181089,GERMICIDAL ANTISEPTICS,,heavy_plastic
1382,169262,372217001010,GERMICIDAL ANTISEPTICS,,heavy_plastic
1383,173396,609332017146,FALSE EYELASHES,,heavy_plastic
1384,173480,609332350335,FALSE EYELASHES,,heavy_plastic
1385,173971,609332850811,FALSE EYELASHES,,heavy_plastic
1386,173972,609332850842,FALSE EYELASHES,,heavy_plastic
1387,174062,609454653376,BUBBLE GUM,,heavy_plastic
1388,174380,611247351635,COFFEE,INDIVIDUAL CUP,heavy_plastic
1389,174429,611247368749,COFFEE,INDIVIDUAL CUP,heavy_plastic
1390,174840,613008737832,FRUIT PUNCH BASES & SYRUPS,PLASTIC,heavy_plastic
1391,175484,616112891810,FROZEN FRUITS,,heavy_plastic
1392,175934,619232001152,FALSE EYELASHES,,heavy_plastic
1393,176810,628055758211,CATSUP,PLASTIC,heavy_plastic
1394,177763,632169110919,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1395,177766,632169110995,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1396,177775,632169111763,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1397,177783,632169115037,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1398,177795,632169120147,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1399,177802,632169191550,HAIR TREATMENTS-ETHNIC,,heavy_plastic
1400,177924,632878508380,BABY ACCESSORY,,heavy_plastic
1401,177950,633125052403,BATHROOM ACCESSORY,,heavy_plastic
1402,177958,633125191973,HOUSEHOLD APPLIANCE ACCESSORIES,,heavy_plastic
1403,178047,633456050062,PUDDING-REFRIGERATED,,heavy_plastic
1404,178048,633456050086,PUDDING-REFRIGERATED,,heavy_plastic
1405,178056,633456115334,PUDDING-REFRIGERATED,,heavy_plastic
1406,178731,636696123831,SYRUP,,heavy_plastic
1407,178838,636874220826,LIQUID SOAP,REGULAR,heavy_plastic
1408,178839,636874220833,LIQUID SOAP,REGULAR,heavy_plastic
1409,178841,636874220857,LIQUID SOAP,REGULAR,heavy_plastic
1410,178880,636874223124,LIQUID SOAP,REGULAR,heavy_plastic
1411,178907,636874226309,LIQUID SOAP,REGULAR,heavy_plastic
1412,178923,637118103134,DISHWASHING ACCESSORY,,heavy_plastic
1413,178937,637118103523,BATHROOM ACCESSORY,,heavy_plastic
1414,178972,637118104742,TELEPHONE AND ACCESSORY,,heavy_plastic
1415,178978,637118110125,BABY ACCESSORY,,heavy_plastic
1416,179011,637118113560,GLOVES,,heavy_plastic
1417,179243,638029948876,LAUNDRY TREATMENT AIDS,,heavy_plastic
1418,179414,638060856932,DISINFECTANTS,,heavy_plastic
1419,180372,640986036800,GERMICIDAL ANTISEPTICS,,heavy_plastic
1420,180533,642419995777,CATSUP,PLASTIC,heavy_plastic
1421,180936,644098030336,GERMICIDAL ANTISEPTICS,,heavy_plastic
1422,181269,644209000852,SYRUP,,heavy_plastic
1423,181273,644209001620,SYRUP,,heavy_plastic
1424,181276,644209004157,CAKE MIX,,heavy_plastic
1425,181277,644209004164,CAKE MIX,,heavy_plastic
1426,181290,644209290246,SYRUP,,heavy_plastic
1427,181291,644209290475,SYRUP,,heavy_plastic
1428,181386,644209791293,SYRUP,,heavy_plastic
1429,181387,644209793471,SYRUP,,heavy_plastic
1430,181802,645095320000,INSECTICIDE - FLEA & TICK - AEROSOL,,heavy_plastic
1431,182479,649645406626,HOUSEHOLD APPLIANCE ACCESSORIES,,heavy_plastic
1432,183291,655852000519,NUTS - CANS,,heavy_plastic
1433,183295,655852000717,NUTS - CANS,,heavy_plastic
1434,183296,655852000724,NUTS - CANS,,heavy_plastic
1435,183299,655852000830,NUTS - CANS,,heavy_plastic
1436,183321,655852002902,NUTS - CANS,,heavy_plastic
1437,183348,655852004784,NUTS - CANS,,heavy_plastic
1438,183377,655852008560,SALAD & POTATO TOPPINGS,,heavy_plastic
1439,183378,655852008614,SALAD & POTATO TOPPINGS,,heavy_plastic
1440,184444,660685010321,INK JET AND TONER CARTRIDGE,,heavy_plastic
